FIPSCode;BoroCode;GeogName;GeoID;Pop2;Pop2P;Hsp1;Hsp1P;WNH;WNHP;BNH;BNHP;ANH;ANHP;ONH;ONHP;TwoPlNH;TwoPlNHP
061;1;Manhattan;10055013000;1011;100;77;7,6;685;67,8;51;5;135;13,4;8;0,8;55;5,4
061;1;Manhattan;10055021000;73;100;4;5,5;49;67,1;0;;15;20,5;1;1,4;4;5,5
061;1;Manhattan;10055021001;67;100;9;13,4;48;71,6;0;;4;6;1;1,5;5;7,5
061;1;Manhattan;10055021002;235;100;3;1,3;195;83;11;4,7;14;6;2;0,9;10;4,3
061;1;Manhattan;10055021003;233;100;9;3,9;187;80,3;0;;24;10,3;1;0,4;12;5,2
061;1;Manhattan;10055022000;160;100;10;6,3;124;77,5;1;0,6;20;12,5;0;;5;3,1
061;1;Manhattan;10055022001;78;100;1;1,3;67;85,9;6;7,7;1;1,3;0;;3;3,8
061;1;Manhattan;10055022002;44;100;6;13,6;26;59,1;2;4,5;3;6,8;0;;7;15,9
061;1;Manhattan;10055022003;94;100;4;4,3;76;80,9;1;1,1;6;6,4;1;1,1;6;6,4
061;1;Manhattan;10055022004;72;100;5;6,9;50;69,4;0;;8;11,1;0;;9;12,5
061;1;Manhattan;10055022005;42;100;10;23,8;28;66,7;0;;1;2,4;1;2,4;2;4,8
061;1;Manhattan;10055022006;38;100;4;10,5;19;50;4;10,5;2;5,3;3;7,9;6;15,8
061;1;Manhattan;10055022007;22;100;4;18,2;13;59,1;0;;1;4,5;1;4,5;3;13,6
061;1;Manhattan;10055022008;175;100;17;9,7;140;80;3;1,7;13;7,4;0;;2;1,1
061;1;Manhattan;10055022009;450;100;30;6,7;322;71,6;15;3,3;59;13,1;7;1,6;17;3,8
061;1;Manhattan;10055022010;173;100;10;5,8;139;80,3;5;2,9;9;5,2;0;;10;5,8
061;1;Manhattan;10056001000;452;100;22;4,9;286;63,3;6;1,3;100;22,1;12;2,7;26;5,8
061;1;Manhattan;10056001001;1114;100;237;21,3;400;35,9;367;32,9;55;4,9;14;1,3;41;3,7
061;1;Manhattan;10056001002;386;100;21;5,4;282;73,1;5;1,3;63;16,3;5;1,3;10;2,6
061;1;Manhattan;10056001003;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10056001004;136;100;11;8,1;85;62,5;7;5,1;23;16,9;4;2,9;6;4,4
061;1;Manhattan;10056001005;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10056001006;21;100;10;47,6;2;9,5;5;23,8;2;9,5;0;;2;9,5
061;1;Manhattan;10056002000;79;100;27;34,2;14;17,7;26;32,9;3;3,8;2;2,5;7;8,9
061;1;Manhattan;10056002001;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10056002002;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10056002003;1095;100;67;6,1;802;73,2;3;0,3;171;15,6;6;0,5;46;4,2
061;1;Manhattan;10056003000;925;100;72;7,8;662;71,6;14;1,5;125;13,5;1;0,1;51;5,5
061;1;Manhattan;10056003001;73;100;31;42,5;8;11;16;21,9;3;4,1;4;5,5;11;15,1
061;1;Manhattan;10057001000;611;100;21;3,4;530;86,7;2;0,3;43;7;0;;15;2,5
061;1;Manhattan;10057001001;6;100;2;33,3;2;33,3;1;16,7;1;16,7;0;;0;
061;1;Manhattan;10057001002;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10057001003;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10057001004;301;100;13;4,3;223;74,1;1;0,3;53;17,6;5;1,7;6;2
061;1;Manhattan;10057002000;1381;100;38;2,8;1157;83,8;6;0,4;120;8,7;1;0,1;59;4,3
061;1;Manhattan;10057002001;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10057002002;22;100;9;40,9;2;9,1;10;45,5;0;;0;;1;4,5
061;1;Manhattan;10057002003;160;100;5;3,1;126;78,8;0;;24;15;0;;5;3,1
061;1;Manhattan;10057002004;71;100;13;18,3;37;52,1;1;1,4;12;16,9;1;1,4;7;9,9
061;1;Manhattan;10057002005;71;100;8;11,3;33;46,5;5;7;19;26,8;1;1,4;5;7
061;1;Manhattan;10057002006;98;100;9;9,2;60;61,2;6;6,1;12;12,2;0;;11;11,2
061;1;Manhattan;10057002007;62;100;4;6,5;45;72,6;3;4,8;4;6,5;4;6,5;2;3,2
061;1;Manhattan;10057002008;215;100;5;2,3;173;80,5;4;1,9;23;10,7;2;0,9;8;3,7
061;1;Manhattan;10058001000;85;100;15;17,6;38;44,7;16;18,8;3;3,5;2;2,4;11;12,9
061;1;Manhattan;10058001001;449;100;55;12,2;250;55,7;18;4;106;23,6;4;0,9;16;3,6
061;1;Manhattan;10058001002;1108;100;99;8,9;860;77,6;19;1,7;103;9,3;10;0,9;17;1,5
061;1;Manhattan;10058001003;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10058001004;35;100;10;28,6;12;34,3;4;11,4;2;5,7;1;2,9;6;17,1
061;1;Manhattan;10058002000;135;100;16;11,9;86;63,7;1;0,7;15;11,1;0;;17;12,6
061;1;Manhattan;10058002001;739;100;79;10,7;463;62,7;23;3,1;151;20,4;8;1,1;15;2
061;1;Manhattan;10058002002;863;100;41;4,8;619;71,7;26;3;152;17,6;5;0,6;20;2,3
061;1;Manhattan;10058002003;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10058003000;101;100;10;9,9;66;65,3;2;2;13;12,9;5;5;5;5
061;1;Manhattan;10058003001;787;100;67;8,5;576;73,2;13;1,7;94;11,9;2;0,3;35;4,4
061;1;Manhattan;10058003002;807;100;92;11,4;573;71;24;3;96;11,9;0;;22;2,7
061;1;Manhattan;10059001000;457;100;11;2,4;393;86;1;0,2;30;6,6;1;0,2;21;4,6
061;1;Manhattan;10059001001;835;100;33;4;724;86,7;9;1,1;47;5,6;7;0,8;15;1,8
061;1;Manhattan;10059002000;343;100;18;5,2;270;78,7;6;1,7;30;8,7;1;0,3;18;5,2
061;1;Manhattan;10059002001;117;100;20;17,1;72;61,5;7;6;4;3,4;6;5,1;8;6,8
061;1;Manhattan;10059003000;583;100;44;7,5;410;70,3;4;0,7;106;18,2;1;0,2;18;3,1
061;1;Manhattan;10059003001;942;100;97;10,3;543;57,6;33;3,5;178;18,9;20;2,1;71;7,5
061;1;Manhattan;10059003002;19;100;5;26,3;2;10,5;2;10,5;0;;2;10,5;8;42,1
061;1;Manhattan;10059003003;120;100;13;10,8;69;57,5;8;6,7;28;23,3;0;;2;1,7
061;1;Manhattan;10059003004;189;100;10;5,3;129;68,3;0;;33;17,5;0;;17;9
061;1;Manhattan;10059003005;261;100;48;18,4;124;47,5;28;10,7;39;14,9;2;0,8;20;7,7
061;1;Manhattan;10059004000;798;100;39;4,9;647;81,1;9;1,1;67;8,4;6;0,8;30;3,8
061;1;Manhattan;10059005000;1043;100;56;5,4;876;84;12;1,2;69;6,6;7;0,7;23;2,2
061;1;Manhattan;10060000001;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10060001000;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10060001001;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10060001002;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10060001003;1736;100;123;7,1;1186;68,3;36;2,1;267;15,4;28;1,6;96;5,5
061;1;Manhattan;10060002000;2030;100;137;6,7;1475;72,7;51;2,5;228;11,2;22;1,1;117;5,8
061;1;Manhattan;10060003000;1511;100;126;8,3;1021;67,6;60;4;188;12,4;19;1,3;97;6,4
061;1;Manhattan;10060003001;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10060003002;13;100;11;84,6;0;;0;;0;;0;;2;15,4
061;1;Manhattan;10061001000;321;100;33;10,3;202;62,9;10;3,1;53;16,5;4;1,2;19;5,9
061;1;Manhattan;10061001001;326;100;20;6,1;246;75,5;14;4,3;36;11;4;1,2;6;1,8
061;1;Manhattan;10061001002;572;100;48;8,4;424;74,1;11;1,9;52;9,1;4;0,7;33;5,8
061;1;Manhattan;10061001003;912;100;138;15,1;393;43,1;123;13,5;128;14;30;3,3;100;11
061;1;Manhattan;10061001004;246;100;12;4,9;204;82,9;3;1,2;24;9,8;0;;3;1,2
061;1;Manhattan;10061002000;391;100;15;3,8;296;75,7;5;1,3;55;14,1;0;;20;5,1
061;1;Manhattan;10061002001;1224;100;166;13,6;680;55,6;89;7,3;215;17,6;6;0,5;68;5,6
061;1;Manhattan;10061003000;284;100;29;10,2;169;59,5;29;10,2;41;14,4;0;;16;5,6
061;1;Manhattan;10061003001;75;100;34;45,3;11;14,7;18;24;7;9,3;0;;5;6,7
061;1;Manhattan;10061003002;463;100;31;6,7;384;82,9;3;0,6;37;8;1;0,2;7;1,5
061;1;Manhattan;10061003003;252;100;12;4,8;186;73,8;4;1,6;32;12,7;3;1,2;15;6
061;1;Manhattan;10061003004;428;100;16;3,7;347;81,1;7;1,6;28;6,5;5;1,2;25;5,8
061;1;Manhattan;10062000001;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10062001000;695;100;113;16,3;271;39;128;18,4;160;23;6;0,9;17;2,4
061;1;Manhattan;10062001001;39;100;14;35,9;5;12,8;7;17,9;3;7,7;6;15,4;4;10,3
061;1;Manhattan;10062001002;159;100;30;18,9;37;23,3;80;50,3;12;7,5;0;;0;
061;1;Manhattan;10062001003;42;100;12;28,6;8;19;0;;5;11,9;3;7,1;14;33,3
061;1;Manhattan;10062001004;18;100;8;44,4;3;16,7;1;5,6;2;11,1;0;;4;22,2
061;1;Manhattan;10062001005;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10062002000;2733;100;265;9,7;1322;48,4;198;7,2;789;28,9;46;1,7;113;4,1
061;1;Manhattan;10062002001;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10062002002;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10062002003;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10062002004;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10062002005;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10062003000;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10063001000;1053;100;91;8,6;681;64,7;61;5,8;122;11,6;18;1,7;80;7,6
061;1;Manhattan;10063001001;1160;100;89;7,7;952;82,1;14;1,2;59;5,1;10;0,9;36;3,1
061;1;Manhattan;10063002000;621;100;34;5,5;514;82,8;6;1;35;5,6;6;1;26;4,2
061;1;Manhattan;10063002001;761;100;50;6,6;620;81,5;2;0,3;59;7,8;1;0,1;29;3,8
061;1;Manhattan;10063003000;924;100;45;4,9;752;81,4;16;1,7;64;6,9;20;2,2;27;2,9
061;1;Manhattan;10063003001;475;100;39;8,2;381;80,2;8;1,7;25;5,3;4;0,8;18;3,8
061;1;Manhattan;10063004000;871;100;52;6;721;82,8;14;1,6;53;6,1;16;1,8;15;1,7
061;1;Manhattan;10063005000;591;100;30;5,1;514;87;5;0,8;14;2,4;2;0,3;26;4,4
061;1;Manhattan;10063005001;251;100;24;9,6;184;73,3;1;0,4;16;6,4;5;2;21;8,4
061;1;Manhattan;10064001000;1328;100;209;15,7;741;55,8;76;5,7;157;11,8;45;3,4;100;7,5
061;1;Manhattan;10064001001;818;100;64;7,8;631;77,1;2;0,2;75;9,2;17;2,1;29;3,5
061;1;Manhattan;10064002000;1189;100;87;7,3;893;75,1;3;0,3;137;11,5;31;2,6;38;3,2
061;1;Manhattan;10064002001;393;100;35;8,9;273;69,5;8;2;68;17,3;1;0,3;8;2
061;1;Manhattan;10064002002;143;100;21;14,7;97;67,8;3;2,1;12;8,4;0;;10;7
061;1;Manhattan;10064003000;897;100;72;8;694;77,4;7;0,8;99;11;1;0,1;24;2,7
061;1;Manhattan;10064004000;942;100;90;9,6;662;70,3;31;3,3;116;12,3;8;0,8;35;3,7
061;1;Manhattan;10064004001;101;100;39;38,6;13;12,9;10;9,9;18;17,8;5;5;16;15,8
061;1;Manhattan;10064004002;384;100;31;8,1;272;70,8;11;2,9;40;10,4;3;0,8;27;7
061;1;Manhattan;10064005000;1391;100;90;6,5;965;69,4;22;1,6;251;18;6;0,4;57;4,1
061;1;Manhattan;10064006000;1158;100;181;15,6;574;49,6;112;9,7;238;20,6;11;0,9;42;3,6
061;1;Manhattan;10065001000;399;100;18;4,5;335;84;10;2,5;24;6;0;;12;3
061;1;Manhattan;10065001001;20;100;6;30;6;30;2;10;3;15;1;5;2;10
061;1;Manhattan;10065001002;59;100;15;25,4;22;37,3;4;6,8;3;5,1;3;5,1;12;20,3
061;1;Manhattan;10065001003;967;100;156;16,1;486;50,3;90;9,3;198;20,5;6;0,6;31;3,2
061;1;Manhattan;10065001004;97;100;9;9,3;63;64,9;6;6,2;12;12,4;0;;7;7,2
061;1;Manhattan;10065001005;254;100;22;8,7;198;78;0;;22;8,7;5;2;7;2,8
061;1;Manhattan;10065001006;14;100;7;50;3;21,4;0;;0;;0;;4;28,6
061;1;Manhattan;10065001007;14;100;4;28,6;2;14,3;5;35,7;0;;0;;3;21,4
061;1;Manhattan;10065001008;23;100;8;34,8;3;13;0;;5;21,7;0;;7;30,4
061;1;Manhattan;10065002000;124;100;26;21;78;62,9;2;1,6;10;8,1;0;;8;6,5
061;1;Manhattan;10065002001;371;100;46;12,4;168;45,3;17;4,6;125;33,7;0;;15;4
061;1;Manhattan;10065002002;681;100;46;6,8;528;77,5;4;0,6;74;10,9;0;;29;4,3
061;1;Manhattan;10065003000;108;100;7;6,5;75;69,4;3;2,8;12;11,1;3;2,8;8;7,4
061;1;Manhattan;10065003001;119;100;5;4,2;85;71,4;2;1,7;10;8,4;1;0,8;16;13,4
061;1;Manhattan;10065003002;385;100;27;7;289;75,1;14;3,6;38;9,9;3;0,8;14;3,6
061;1;Manhattan;10065003003;219;100;13;5,9;177;80,8;3;1,4;14;6,4;2;0,9;10;4,6
061;1;Manhattan;10065003004;141;100;14;9,9;114;80,9;1;0,7;4;2,8;1;0,7;7;5
061;1;Manhattan;10065003005;216;100;9;4,2;189;87,5;3;1,4;9;4,2;1;0,5;5;2,3
061;1;Manhattan;10065004000;771;100;51;6,6;578;75;12;1,6;95;12,3;4;0,5;31;4
061;1;Manhattan;10065004001;487;100;21;4,3;378;77,6;5;1;64;13,1;0;;19;3,9
061;1;Manhattan;10065005000;592;100;30;5,1;473;79,9;3;0,5;56;9,5;1;0,2;29;4,9
061;1;Manhattan;10065005001;660;100;68;10,3;487;73,8;11;1,7;50;7,6;0;;44;6,7
061;1;Manhattan;10066001000;1330;100;112;8,4;926;69,6;19;1,4;204;15,3;26;2;43;3,2
061;1;Manhattan;10066002000;1234;100;364;29,5;448;36,3;150;12,2;223;18,1;5;0,4;44;3,6
061;1;Manhattan;10066003000;1297;100;78;6;925;71,3;18;1,4;223;17,2;13;1;40;3,1
061;1;Manhattan;10066003001;244;100;46;18,9;154;63,1;11;4,5;21;8,6;1;0,4;11;4,5
061;1;Manhattan;10066004000;1238;100;123;9,9;832;67,2;31;2,5;196;15,8;20;1,6;36;2,9
061;1;Manhattan;10066005000;1341;100;202;15,1;758;56,5;96;7,2;186;13,9;53;4;46;3,4
061;1;Manhattan;10066006000;1211;100;155;12,8;753;62,2;56;4,6;195;16,1;15;1,2;37;3,1
061;1;Manhattan;10066007000;1602;100;547;34,1;376;23,5;300;18,7;288;18;24;1,5;67;4,2
061;1;Manhattan;10066008000;548;100;250;45,6;48;8,8;135;24,6;77;14,1;10;1,8;28;5,1
061;1;Manhattan;10066008001;635;100;84;13,2;361;56,9;56;8,8;97;15,3;6;0,9;31;4,9
061;1;Manhattan;10066008002;328;100;50;15,2;147;44,8;42;12,8;72;22;6;1,8;11;3,4
061;1;Manhattan;10066008003;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10066009000;1333;100;200;15;582;43,7;138;10,4;354;26,6;19;1,4;40;3
061;1;Manhattan;10067001000;495;100;41;8,3;402;81,2;6;1,2;33;6,7;0;;13;2,6
061;1;Manhattan;10067001001;670;100;65;9,7;507;75,7;6;0,9;57;8,5;5;0,7;30;4,5
061;1;Manhattan;10067001002;414;100;34;8,2;326;78,7;3;0,7;21;5,1;7;1,7;23;5,6
061;1;Manhattan;10067002000;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10067002001;336;100;24;7,1;274;81,5;0;;27;8;0;;11;3,3
061;1;Manhattan;10067002002;316;100;26;8,2;259;82;6;1,9;15;4,7;0;;10;3,2
061;1;Manhattan;10067002003;614;100;60;9,8;469;76,4;23;3,7;37;6;4;0,7;21;3,4
061;1;Manhattan;10067002004;365;100;37;10,1;275;75,3;1;0,3;31;8,5;8;2,2;13;3,6
061;1;Manhattan;10067003000;164;100;18;11;121;73,8;1;0,6;12;7,3;0;;12;7,3
061;1;Manhattan;10067003001;270;100;17;6,3;223;82,6;2;0,7;23;8,5;0;;5;1,9
061;1;Manhattan;10067003002;152;100;17;11,2;126;82,9;2;1,3;0;;1;0,7;6;3,9
061;1;Manhattan;10067003003;358;100;28;7,8;288;80,4;9;2,5;24;6,7;1;0,3;8;2,2
061;1;Manhattan;10067004000;171;100;19;11,1;127;74,3;4;2,3;14;8,2;1;0,6;6;3,5
061;1;Manhattan;10067004001;80;100;8;10;69;86,3;2;2,5;0;;0;;1;1,3
061;1;Manhattan;10067004002;536;100;31;5,8;433;80,8;11;2,1;50;9,3;1;0,2;10;1,9
061;1;Manhattan;10067004003;106;100;5;4,7;86;81,1;0;;6;5,7;0;;9;8,5
061;1;Manhattan;10067004004;449;100;25;5,6;374;83,3;5;1,1;24;5,3;2;0,4;19;4,2
061;1;Manhattan;10067004005;51;100;6;11,8;38;74,5;2;3,9;0;;0;;5;9,8
061;1;Manhattan;10067004006;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10068001000;179;100;25;14;120;67;1;0,6;28;15,6;0;;5;2,8
061;1;Manhattan;10068001001;376;100;17;4,5;267;71;10;2,7;62;16,5;2;0,5;18;4,8
061;1;Manhattan;10068001002;13;100;7;53,8;4;30,8;0;;1;7,7;0;;1;7,7
061;1;Manhattan;10068001003;569;100;35;6,2;343;60,3;63;11,1;94;16,5;10;1,8;24;4,2
061;1;Manhattan;10068002000;467;100;33;7,1;347;74,3;2;0,4;71;15,2;1;0,2;13;2,8
061;1;Manhattan;10068002001;379;100;39;10,3;259;68,3;8;2,1;68;17,9;0;;5;1,3
061;1;Manhattan;10068003000;922;100;41;4,4;725;78,6;14;1,5;95;10,3;20;2,2;27;2,9
061;1;Manhattan;10068003001;564;100;36;6,4;438;77,7;5;0,9;62;11;6;1,1;17;3
061;1;Manhattan;10068004000;1736;100;287;16,5;650;37,4;330;19;298;17,2;51;2,9;120;6,9
061;1;Manhattan;10068004001;350;100;20;5,7;259;74;4;1,1;50;14,3;6;1,7;11;3,1
061;1;Manhattan;10068004002;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10068005000;264;100;18;6,8;186;70,5;1;0,4;41;15,5;0;;18;6,8
061;1;Manhattan;10068005001;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10068005002;158;100;22;13,9;98;62;1;0,6;26;16,5;5;3,2;6;3,8
061;1;Manhattan;10068005003;16;100;8;50;1;6,3;1;6,3;0;;1;6,3;5;31,3
061;1;Manhattan;10068005004;258;100;12;4,7;194;75,2;3;1,2;46;17,8;0;;3;1,2
061;1;Manhattan;10068006000;808;100;53;6,6;643;79,6;5;0,6;90;11,1;0;;17;2,1
061;1;Manhattan;10068006001;455;100;50;11;319;70,1;0;;74;16,3;3;0,7;9;2
061;1;Manhattan;10068006002;192;100;29;15,1;130;67,7;8;4,2;17;8,9;1;0,5;7;3,6
061;1;Manhattan;10069000001;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10069000002;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10069001000;95;100;3;3,2;74;77,9;4;4,2;11;11,6;0;;3;3,2
061;1;Manhattan;10069001001;726;100;28;3,9;619;85,3;4;0,6;38;5,2;9;1,2;28;3,9
061;1;Manhattan;10069001002;379;100;58;15,3;157;41,4;40;10,6;40;10,6;27;7,1;57;15
061;1;Manhattan;10069001003;111;100;11;9,9;89;80,2;0;;6;5,4;2;1,8;3;2,7
061;1;Manhattan;10069001004;23;100;4;17,4;17;73,9;0;;0;;0;;2;8,7
061;1;Manhattan;10069001005;86;100;11;12,8;49;57;6;7;7;8,1;2;2,3;11;12,8
061;1;Manhattan;10069002000;273;100;33;12,1;180;65,9;22;8,1;26;9,5;0;;12;4,4
061;1;Manhattan;10069002001;325;100;23;7,1;257;79,1;12;3,7;28;8,6;0;;5;1,5
061;1;Manhattan;10069002002;431;100;28;6,5;360;83,5;1;0,2;34;7,9;0;;8;1,9
061;1;Manhattan;10069002003;99;100;10;10,1;67;67,7;0;;19;19,2;0;;3;3
061;1;Manhattan;10069002004;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10069002005;251;100;10;4;204;81,3;0;;17;6,8;0;;20;8
061;1;Manhattan;10069003000;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10069003001;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10069003002;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10069004000;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10069004001;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10069004002;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10069004003;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10070011000;833;100;122;14,6;492;59,1;87;10,4;94;11,3;5;0,6;33;4
061;1;Manhattan;10070012000;1792;100;143;8;1244;69,4;36;2;296;16,5;11;0,6;62;3,5
061;1;Manhattan;10070013000;1053;100;76;7,2;642;61;40;3,8;208;19,8;16;1,5;71;6,7
061;1;Manhattan;10070014000;872;100;70;8;565;64,8;22;2,5;180;20,6;7;0,8;28;3,2
061;1;Manhattan;10070021000;1318;100;102;7,7;887;67,3;25;1,9;242;18,4;12;0,9;50;3,8
061;1;Manhattan;10070022000;986;100;88;8,9;678;68,8;14;1,4;159;16,1;8;0,8;39;4
061;1;Manhattan;10070023000;767;100;57;7,4;550;71,7;2;0,3;126;16,4;7;0,9;25;3,3
061;1;Manhattan;10070023001;668;100;53;7,9;481;72;22;3,3;92;13,8;1;0,1;19;2,8
061;1;Manhattan;10070024000;1126;100;89;7,9;812;72,1;19;1,7;135;12;0;;71;6,3
061;1;Manhattan;10071001000;961;100;147;15,3;560;58,3;148;15,4;64;6,7;8;0,8;34;3,5
061;1;Manhattan;10071002000;1232;100;43;3,5;1050;85,2;12;1;78;6,3;4;0,3;45;3,7
061;1;Manhattan;10071003000;603;100;37;6,1;499;82,8;1;0,2;39;6,5;1;0,2;26;4,3
061;1;Manhattan;10071003001;380;100;21;5,5;286;75,3;6;1,6;31;8,2;9;2,4;27;7,1
061;1;Manhattan;10071003002;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10071003003;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10071004000;34;100;13;38,2;8;23,5;0;;0;;2;5,9;11;32,4
061;1;Manhattan;10071004001;66;100;8;12,1;48;72,7;2;3;2;3;1;1,5;5;7,6
061;1;Manhattan;10071004002;293;100;19;6,5;256;87,4;0;;8;2,7;5;1,7;5;1,7
061;1;Manhattan;10071004003;571;100;62;10,9;439;76,9;3;0,5;50;8,8;4;0,7;13;2,3
061;1;Manhattan;10071004004;485;100;36;7,4;397;81,9;6;1,2;29;6;0;;17;3,5
061;1;Manhattan;10071005000;99;100;19;19,2;69;69,7;0;;0;;1;1;10;10,1
061;1;Manhattan;10071005001;196;100;14;7,1;159;81,1;0;;9;4,6;4;2;10;5,1
061;1;Manhattan;10071005002;654;100;51;7,8;537;82,1;9;1,4;30;4,6;5;0,8;22;3,4
061;1;Manhattan;10071005003;15;100;1;6,7;0;;1;6,7;7;46,7;1;6,7;5;33,3
061;1;Manhattan;10071005004;0;;0;;0;;0;;0;;0;;0;
061;1;Manhattan;10071005005;262;100;19;7,3;193;73,7;7;2,7;20;7,6;9;3,4;14;5,3
061;1;Manhattan;10072001000;1076;100;55;5,1;829;77;23;2,1;124;11,5;6;0,6;39;3,6
061;1;Manhattan;10072002000;701;100;55;7,8;514;73,3;4;0,6;105;15;8;1,1;15;2,1
061;1;Manhattan;10072002001;39;100;20;51,3;4;10,3;7;17,9;3;7,7;0;;5;12,8
061;1;Manhattan;10072002002;467;100;51;10,9;300;64,2;28;6;73;15,6;1;0,2;14;3
061;1;Manhattan;10072003000;538;100;53;9,9;340;63,2;13;2,4;86;16;14;2,6;32;5,9
061;1;Manhattan;10072003001;568;100;64;11,3;331;58,3;84;14,8;74;13;3;0,5;12;2,1
061;1;Manhattan;10072003002;319;100;28;8,8;200;62,7;6;1,9;57;17,9;4;1,3;24;7,5
061;1;Manhattan;10072004000;614;100;58;9,4;356;58;77;12,5;94;15,3;9;1,5;20;3,3
061;1;Manhattan;10072004001;991;100;72;7,3;709;71,5;17;1,7;157;15,8;0;;36;3,6
061;1;Manhattan;10072004002;445;100;38;8,5;296;66,5;26;5,8;69;15,5;11;2,5;5;1,1
061;1;Manhattan;10072005000;556;100;31;5,6;364;65,5;8;1,4;135;24,3;1;0,2;17;3,1
061;1;Manhattan;10072005001;1215;100;90;7,4;920;75,7;17;1,4;157;12,9;1;0,1;30;2,5
061;1;Manhattan;10072006000;908;100;70;7,7;648;71,4;18;2;158;17,4;2;0,2;12;1,3
061;1;Manhattan;10072007000;921;100;81;8,8;640;69,5;15;1,6;155;16,8;11;1,2;19;2,1
061;1;Manhattan;10073001000;255;100;22;8,6;193;75,7;7;2,7;16;6,3;0;;17;6,7
061;1;Manhattan;10073001001;238;100;24;10,1;187;78,6;0;;15;6,3;4;1,7;8;3,4
061;1;Manhattan;10073001002;390;100;17;4,4;294;75,4;6;1,5;43;11;10;2,6;20;5,1
061;1;Manhattan;10073002000;739;100;33;4,5;602;81,5;14;1,9;53;7,2;4;0,5;33;4,5
061;1;Manhattan;10073003000;544;100;37;6,8;443;81,4;2;0,4;33;6,1;1;0,2;28;5,1
061;1;Manhattan;10073003001;77;100;19;24,7;42;54,5;1;1,3;5;6,5;0;;10;13
061;1;Manhattan;10073003002;374;100;19;5,1;313;83,7;7;1,9;15;4;5;1,3;15;4
061;1;Manhattan;10073003003;342;100;27;7,9;287;83,9;3;0,9;18;5,3;1;0,3;6;1,8
061;1;Manhattan;10073004000;587;100;28;4,8;502;85,5;4;0,7;34;5,8;3;0,5;16;2,7
061;1;Manhattan;10073004001;383;100;39;10,2;299;78,1;7;1,8;26;6,8;0;;12;3,1
061;1;Manhattan;10073004002;204;100;31;15,2;156;76,5;2;1;6;2,9;6;2,9;3;1,5
061;1;Manhattan;10073004003;29;100;3;10,3;15;51,7;0;;0;;0;;11;37,9
061;1;Manhattan;10073004004;219;100;13;5,9;178;81,3;2;0,9;15;6,8;0;;11;5
061;1;Manhattan;10073005000;388;100;33;8,5;319;82,2;2;0,5;24;6,2;6;1,5;4;1
061;1;Manhattan;10073005001;235;100;13;5,5;209;88,9;3;1,3;0;;0;;10;4,3
061;1;Manhattan;10073006000;195;100;16;8,2;143;73,3;3;1,5;18;9,2;4;2,1;11;5,6
061;1;Manhattan;10073006001;397;100;28;7,1;297;74,8;21;5,3;32;8,1;2;0,5;17;4,3
061;1;Manhattan;10073006002;129;100;7;5,4;112;86,8;7;5,4;3;2,3;0;;0;
061;1;Manhattan;10073006003;153;100;16;10,5;128;83,7;3;2;3;2;0;;3;2
061;1;Manhattan;10073006004;284;100;18;6,3;236;83,1;3;1,1;15;5,3;3;1,1;9;3,2
